y_predicted_descaled_tempC,y_predicted_descaled_windspeedKmph,y_predicted_descaled_pressure,y_predicted_descaled_humidity
36.707077,13.828387,997.11426,17.698116
35.260868,15.655624,997.59216,21.060383
33.651844,17.215864,997.9893,25.144863
32.139957,17.634764,998.3361,29.011612
31.067127,17.778458,998.6472,32.189537
30.236378,17.286272,998.84875,34.18943
29.632416,15.223628,998.8943,36.306183
29.07901,11.429887,998.89496,38.506096
28.528517,8.223041,999.00714,40.443474
28.564594,7.1073875,999.3602,40.471043
29.53578,7.7951922,999.917,39.601986
30.709457,10.241702,1000.4784,37.789795
32.13581,12.617495,1000.86597,34.895344
34.085228,12.253669,1000.97504,31.224218
35.977516,11.197794,1000.8041,27.297276
37.56892,9.965349,1000.413,23.931835
38.727608,9.670186,999.876,22.130047
39.48513,9.526395,999.2796,21.469017
39.77625,9.56098,998.6509,20.536732
39.492596,8.405736,998.11,19.597683
38.773235,7.833893,997.87805,19.41911
37.792084,7.4470863,998.01776,20.15473
36.610542,8.075508,998.42236,21.872288
35.281544,9.694341,998.8999,24.811756
33.9756,11.488365,999.24,28.10419
32.991295,12.299067,999.45917,31.170269
32.133156,12.842394,999.68756,34.26954
31.145699,12.533584,999.8745,37.355774
30.121391,11.934449,999.9209,39.483364
29.264801,10.921764,999.88617,41.13363
28.669296,10.043732,999.88873,43.703552
28.096365,8.835672,1000.0205,45.845425
27.44392,7.766363,1000.35944,47.306343
27.27922,7.343,1000.8858,47.647766
27.94131,7.70146,1001.43445,47.06465
29.098858,8.383326,1001.82416,44.781967
30.915543,8.657109,1001.9413,40.775608
33.63141,7.775795,1001.7782,35.216385
36.891273,6.0393667,1001.39453,28.783695
39.583282,4.1737885,1000.8685,23.44506
41.271965,3.7687886,1000.2644,20.311125
41.855682,3.6687405,999.5396,18.722397
41.732025,3.550823,998.6861,17.536613
41.43714,2.9995916,997.84204,17.049232
40.712753,2.4467547,997.2536,17.457258
39.257835,2.60866,997.09326,18.494205
37.601994,3.417082,997.2554,20.428604
36.186035,4.6592503,997.5076,23.329395
34.9423,6.1036243,997.7848,26.247885
33.925182,7.600139,998.07794,28.293934
33.17843,9.117963,998.2401,29.215435
32.629086,10.197992,998.1899,30.643845
32.130745,10.760423,998.06226,32.366364
31.61873,10.639356,998.0334,33.530834
31.032516,10.007779,998.20605,34.751015
30.173748,8.110108,998.6906,36.47692
29.319748,6.3307047,999.5411,37.662476
29.302517,5.0039277,1000.5154,37.614326
30.483393,4.5183983,1001.15594,36.431072
32.155922,4.8134646,1001.232,34.100777
33.80181,4.758541,1000.98376,30.718956
35.958416,4.707439,1000.772,26.497787
38.669197,4.340205,1000.70654,22.062286
40.773003,4.7690945,1000.63525,18.687994
41.78424,6.144527,1000.26105,16.850422
41.8123,7.4862885,999.35205,16.081833
41.42345,8.303205,998.0912,15.726768
40.905975,8.4797945,997.0161,15.384079
40.06172,7.934886,996.4488,14.946256
39.094566,7.088685,996.26953,15.116352
37.929268,6.1338363,996.2563,16.484991
36.214508,5.118145,996.3335,18.425714
34.41932,4.419279,996.4655,20.004377
33.15288,4.109251,996.6909,21.189547
32.17617,4.0875874,997.07043,22.38434
31.121723,4.011472,997.5274,23.495058
30.250275,4.2319922,997.89966,24.174267
29.68212,4.604954,997.98944,24.77695
29.24715,4.518985,997.70953,25.85585
28.81379,3.8947213,997.3218,27.50143
28.594975,3.4731057,997.3365,28.632397
28.992569,3.5891283,997.87573,28.338257
30.613852,4.80229,998.48706,26.417316
33.147556,7.037359,998.85394,23.382128
35.62481,9.789677,999.06146,20.209122
37.88005,12.4255085,999.14136,17.752777
39.65695,14.902072,999.05164,16.007202
41.24693,16.826683,998.8085,14.894475
42.440487,17.82326,998.29895,14.512271
42.796562,18.351274,997.3313,14.581399
42.685104,18.131308,996.07697,14.790959
42.515152,16.682686,995.111,15.2038965
42.14041,15.026369,994.8327,15.820367
41.308784,13.3928995,995.04285,16.895042
39.971626,11.618113,995.3281,18.975237
38.46047,10.262286,995.45404,21.482502
37.113228,9.499315,995.4768,23.542778
36.013306,9.399569,995.58545,24.9622
35.32287,9.858407,995.862,25.714197
34.906837,10.486106,996.09766,26.655468
34.43876,11.636484,996.1126,28.14239
34.029434,12.483989,996.005,29.489147
33.651188,12.253752,995.9594,30.81065
33.247368,11.463156,996.10254,33.06063
32.961823,10.147406,996.5481,35.21013
33.221275,10.448752,997.30804,35.705
34.318764,12.734032,998.11035,35.112167
35.951675,15.54813,998.64874,33.7366
37.56163,16.777868,998.8891,31.047955
39.09936,16.160643,998.91296,26.698402
40.847576,14.238996,998.73444,21.662395
42.39766,12.855524,998.3023,17.65795
43.55427,12.8159685,997.5615,14.955524
44.214386,13.398446,996.6157,13.264761
44.45158,13.709561,995.7204,12.252748
44.31009,13.183865,995.1484,11.843221
43.762047,12.046481,995.01514,11.867979
42.929764,10.801944,995.1505,12.195274
41.75411,10.337259,995.31256,13.29827
40.101654,10.521432,995.35614,15.0402155
38.3873,11.329863,995.2871,16.544962
37.23187,12.710665,995.24756,18.14136
36.584908,13.826062,995.40454,20.127748
36.0783,14.932514,995.75977,22.137367
35.708477,15.849445,996.0479,23.623049
35.483624,16.319998,996.09186,25.248337
35.030174,15.399397,995.99475,27.253906
34.140152,12.619554,995.9406,28.718582
33.257805,9.980699,996.00146,29.590109
33.22556,9.305252,996.186,29.729576
34.397163,10.841845,996.52795,28.540594
36.31233,14.530929,996.956,26.363695
38.277008,17.943058,997.21844,23.955492
40.09803,18.769674,997.1847,21.235748
41.715332,19.125397,996.9984,18.019707
42.83505,19.169424,996.7687,15.462534
43.63668,18.416819,996.3139,14.658656
44.24645,17.985748,995.35956,15.21314
44.526276,17.08348,994.002,15.530388
44.45243,14.648476,992.7533,15.323228
44.13848,11.889573,992.01215,15.522549
43.484806,10.239865,991.6803,16.488499
42.42092,9.804503,991.51465,17.640606
41.08996,10.383376,991.43207,18.656319
39.816483,11.678838,991.5053,19.240536
38.84257,12.721095,991.8491,19.171358
38.08617,13.54651,992.47327,18.609686
37.447304,13.871854,993.0786,17.86531
36.98941,13.805132,993.25415,17.579548
36.53563,13.558429,993.03845,17.706047
